id_dia,fecha,semana,fdo_produccion,fdo_backlog,fdo_congestion,fdo_fatiga,fdo_clima,fdo_dotacion,fdo_variabilidad
46,2024-12-26,7,0.6283229193543651,0.61591583038293,0.5617593894430544,0.6434810448971493,0.3306391831949457,0.7412134346132724,0.5570305785445729
47,2024-12-27,7,0.5863616931110536,0.6864375456024548,0.5269718581977421,0.5665632966333406,0.4594645759817209,0.7759467710617832,0.558478718125335
48,2024-12-28,7,0.6586900027359412,0.581205843175836,0.5324100086984356,0.5310629551824135,0.275937317480503,0.785119623034524,0.5199198581976203
49,2024-12-29,7,0.5859978674331017,0.5657488897355322,0.5979192999865084,0.4990864996325285,0.261431449075071,0.748547996938232,0.5395210558281633
50,2024-12-30,8,0.6564710230496252,0.6219026301736293,0.6434206786860637,0.5094139647433156,0.10810370769149286,0.6731686980282873,0.5711458242325894
51,2024-12-31,8,0.697363560098082,0.7192223563020231,0.6747011629782829,0.5738212553200104,0.24694846433887951,0.6589644408590186,0.5808925250185623
52,2025-01-01,8,0.6673852498721748,0.66159047347145,0.5904566346405656,0.6077855075302404,0.40212397642940617,0.7036529016680663,0.6019037679231288
53,2025-01-02,8,0.7163253814037374,0.6253935218602537,0.6430228059087026,0.6824478018572715,0.25861769498403153,0.6704404198981357,0.5830436905311289
54,2025-01-03,8,0.7067180963804542,0.7180117258442976,0.6797817231224422,0.7894773046937595,0.17211532884034342,0.752706940926943,0.5909852821050994
55,2025-01-04,8,0.7913083284790654,0.6050396311867879,0.589832089709143,0.5518485495459807,0.03646051269816769,0.6828031580068711,0.5438615487404969
56,2025-01-05,8,0.6893378711419922,0.6625423442434035,0.7256267237789762,0.6293393737274843,0.19115971956290806,0.6641701755234912,0.606414140393507
57,2025-01-06,9,0.6703519760126042,0.8006638473836267,0.7453356423997006,0.6129048537584011,0.030722258714725725,0.7495118005264525,0.6306366441010055
58,2025-01-07,9,0.7982544519623094,0.6293695261511907,0.6563948852159477,0.6366258213495455,0.2067337710002877,0.6593149082442197,0.6675061329810112
59,2025-01-08,9,0.6829826148945066,0.7019719348398443,0.6923784179492313,0.6620855780665738,0.2731971994327025,0.6255860772262885,0.5596579278268552
60,2025-01-09,9,0.8002474774585617,0.7257066096898885,0.6489393095358086,0.8139212351397624,0.21360317505309934,0.7407830410213732,0.6397395604341418
61,2025-01-10,9,0.8394010326077357,0.7968579512130692,0.6739154289396826,0.7849421839113541,0.26657330658232825,0.7502497596947993,0.5881174633346311
62,2025-01-11,9,0.7706662093635583,0.7620121334333884,0.5984266620424805,0.5772007107303476,0.0,0.6683478400959539,0.6722407491534345
63,2025-01-12,9,0.8114814889684377,0.7127956481118978,0.7677944136422009,0.5673585634528918,0.03169746768829801,0.679040796873351,0.6555669088106018
64,2025-01-13,10,0.7892743535043862,0.6693551677252789,0.7364530889334515,0.6256856158838483,0.2850408558121002,0.6728753668502969,0.6439151015927231
65,2025-01-14,10,0.7652157450422562,0.7197665966328252,0.7377751360454323,0.7386662069341529,0.11950099629554198,0.6797477803213468,0.6643962099904689
66,2025-01-15,10,0.7512654492959737,0.7673757547295448,0.6891469747881223,0.6632266256417318,0.09828581167021151,0.752781711191274,0.6926722685076774
67,2025-01-16,10,0.7559228155094616,0.7834262682639838,0.7352926884245494,0.7798606109324298,0.27949027093343887,0.6924208400478198,0.6643840335285646
68,2025-01-17,10,0.7621181788768568,0.7589746878696905,0.6258130326723117,0.7151495377991632,0.35476102767354883,0.7367938402205187,0.678457288931272
69,2025-01-18,10,0.8197369390618792,0.7882897804544495,0.8948531313318528,0.7468878364808198,0.2052818417810197,0.6067684325154332,0.6105867748962123
70,2025-01-19,10,0.801082272702452,0.7349097354630575,0.6697964054292073,0.6585804466969646,0.10991880056765686,0.7389025362990828,0.7349910787565634
71,2025-01-20,11,0.8450559133887146,0.9103608433081377,0.7993229608369263,0.7023903353881322,0.4441842442358461,0.6542182294569603,0.6935922377382225
72,2025-01-21,11,0.8359376115503651,0.7925827236943985,0.7263145589063286,0.7917634228311274,0.48281350055589345,0.5573443485817703,0.7736030072890739
73,2025-01-22,11,0.8129224169984541,0.8120073671754016,0.7658348492426019,0.7022550069705545,0.2967239993033631,0.5857252214521754,0.7589773867435373
74,2025-01-23,11,0.8429426399820886,0.8244162340203159,0.7500763623524656,0.8166159789261287,0.367410959091456,0.6523185866539464,0.6965767832146178
75,2025-01-24,11,0.8504211607260067,0.8739329925322259,0.7119842813984768,0.8726225550735421,0.2256094606142957,0.6558026607023852,0.7072915876274195
76,2025-01-25,11,0.7552104404213195,0.7549865144694783,0.7978587927876145,0.7584406705406195,0.2014401739984395,0.659202350211596,0.6623785423410974
77,2025-01-26,11,0.8421505555221797,0.7758128263755136,0.7628627400644374,0.7478244790203661,0.20583049998048514,0.608044950061236,0.7957691859152674
78,2025-01-27,12,0.8711554065238425,0.941784605603257,0.7935146572671191,0.8264902088957642,0.54415686206579,0.47641777499363563,0.7601552372264762
79,2025-01-28,12,0.9288536063590269,0.8898477306978503,0.8685572936685654,0.769800740664209,0.40865897874728996,0.5922161382303961,0.8583891030829904
80,2025-01-29,12,0.9127210421650606,0.91688013310376,0.8294061516938767,0.7756196887963753,0.35674418121803786,0.6197226071189149,0.7789507759589869
81,2025-01-30,12,0.9144887428448205,1.0,0.8935562351715846,0.883698823391608,0.5201213922163944,0.5795962313489225,0.6980937732411073
82,2025-01-31,12,0.8495956844541297,0.8064604039487071,0.8324243257979346,0.9009209189594776,0.5676437312275282,0.6163463686882082,0.7890449735595568
83,2025-02-01,12,0.9414702790591744,0.7894432345496056,0.8617807279054283,0.8385432596943484,0.2521413754220158,0.6571877021603465,0.8169248203747208
84,2025-02-02,12,0.8792356043049598,0.9316390933053141,0.9635346428902198,0.8090933127529248,0.4248220586300336,0.5770319550229879,0.7575077815267605
