fecha,semana,dia_semana,clima,fatiga,congestion,backlog,dotacion,variabilidad
2024-12-07,4,Sábado,58.82247292758641,48.01858350506183,55.27868518724253,60.905069783642666,75.73284031738957,30.171732683735613
2024-12-08,4,Domingo,55.79816227709617,53.875505694335544,53.25773247192497,60.806780046708155,74.1230641795883,29.288536319018604
2024-12-09,5,Lunes,65.55313830518986,53.69857292530982,67.14617469082063,69.67207824079615,73.094431876114,30.165680389607928
2024-12-10,5,Martes,64.93822472885684,59.00681453436421,66.92593105822826,70.61524151090211,71.1021583447804,32.134997071750014
2024-12-11,5,Miércoles,65.39513198034476,55.89845686983949,62.846678983644665,71.33681592188474,69.8208138034107,35.262251704563745
2024-12-12,5,Jueves,63.456743355166246,55.593256639352354,67.01028514655603,69.4952399130711,72.68120003819972,34.8703630983801
2024-12-13,5,Viernes,66.12880597578653,55.71110125934871,61.630429210359075,68.13255549451955,74.09384025530002,33.139900610682766
2024-12-14,5,Sábado,66.44293254757015,56.27079386442979,67.57951305675074,69.47720015008976,72.2409999175786,29.942651333741832
2024-12-15,5,Domingo,62.44395483312725,51.71251856882388,63.229673002000304,73.10512363097928,68.89454586436793,31.392928028845603
2024-12-16,6,Lunes,67.41370935270768,56.798052073993276,70.33938758470404,73.59976825358999,72.17932973003292,38.067956241699136
2024-12-17,6,Martes,65.50180854388812,56.634015339297754,70.11828424454484,77.25223405203076,69.09151144969347,34.96012920950838
2024-12-18,6,Miércoles,67.6865115498961,54.93440829547531,72.89076937916587,71.35186025221412,74.65723801684314,36.45030279876348
2024-12-19,6,Jueves,71.35994615103351,59.15093733498886,69.49462862399807,75.78416905940173,69.62220662443104,36.10614655288096
2024-12-20,6,Viernes,69.93262694618257,56.09930363379653,68.25885476747649,73.03145524941499,71.94180146386861,33.765106775081804
2024-12-21,6,Sábado,66.17579367783028,58.79367733169761,73.02903512517916,76.54616637835505,68.79335286955657,31.82637656880982
2024-12-22,6,Domingo,69.73146379328497,57.68155224380658,68.06160077937247,76.10207460448507,73.69325300166095,35.44456543491657
2024-12-23,7,Lunes,72.32095241399769,58.12554390233235,77.79482940612074,77.84971166637996,66.84207348961166,38.127376787303234
2024-12-24,7,Martes,72.94392266649322,60.27843081728981,77.41230679134118,78.76794310509372,67.43211637823494,38.80238443265378
2024-12-25,7,Miércoles,72.99927420225191,57.40724816147232,77.29883945652743,77.39819196127728,67.44935355298914,39.50275197415189
2024-12-26,7,Jueves,73.49433044851916,58.59833664226783,76.60580323629137,76.87910369702095,71.63914609339731,36.343612037468475
2024-12-27,7,Viernes,72.47895492341179,58.435964726184785,79.44539125827015,75.52435811182576,69.04872549450582,36.5301791710444
2024-12-28,7,Sábado,71.29178471710402,60.90707566749035,77.44916887525228,81.24679312459809,64.92610407994736,38.53550244872893
2024-12-29,7,Domingo,74.91898720676704,56.62937812247612,75.62876698810969,77.99583240515963,68.82908362875958,36.455391949347046
2024-12-30,8,Lunes,57.12876234357312,36.17378714964195,41.95276790692421,67.20809827296671,65.60537069799197,38.93170330062381
2024-12-31,8,Martes,56.753908213068506,41.126690925010045,37.798441434326634,63.577402750478925,63.82687184087456,39.604929548606066
2025-01-01,8,Miércoles,58.481919105582705,40.06691754198461,38.75636339898722,66.40274612967845,67.0621258279761,40.21708535205688
2025-01-02,8,Jueves,60.925252670762205,44.23571189925178,37.65479348627737,62.53306379743979,66.38999580155375,43.89308567502953
2025-01-03,8,Viernes,59.47900287612256,43.45366768443752,40.19286743758698,63.63822543592184,63.01861522272459,41.258827169773575
2025-01-04,8,Sábado,58.17008186443461,40.16255368553406,43.16693005076819,64.38643921425727,67.62801894928779,37.57091302054719
2025-01-05,8,Domingo,58.9321817973664,37.18571194757017,40.14599351194671,66.56015635943317,65.15037417521238,42.45410011994031
2025-01-06,9,Lunes,60.50164151874174,35.45068550737813,36.945061352772285,68.7233531708473,65.00747209242485,46.164791919968124
2025-01-07,9,Martes,59.8588113235288,33.220507796426865,36.59142458361762,67.52223850426681,64.17437280841285,46.416178243713354
2025-01-08,9,Miércoles,60.303802601321536,31.797961404596496,42.31148632641358,65.73709395869514,65.6726474459911,45.06253375449735
2025-01-09,9,Jueves,62.50261128161276,34.9968989883282,37.23031623610575,68.92794456584691,63.12282558748541,47.332605494473576
2025-01-10,9,Viernes,63.13688201251231,36.19918822656299,36.98575387988682,67.52729052582201,61.62417438271587,44.29396788654888
2025-01-11,9,Sábado,59.9268481672874,37.62613703117743,38.10107163118801,68.34099447008086,63.54970694529996,45.39515784410282
2025-01-12,9,Domingo,66.92975527171536,34.39971943121502,36.69917393058001,69.05938626581089,58.948562732795025,45.127913573821864
2025-01-13,10,Lunes,74.2565741934142,53.01537346792781,76.015515340623,80.10797683689158,56.39518218501156,53.706940957615124
2025-01-14,10,Martes,69.22345758961455,55.58653862826701,75.56659883688032,78.41343621233266,61.08022542336625,52.435002757756955
2025-01-15,10,Miércoles,73.06696594813002,55.83438092876513,73.62266649007411,79.87468608759511,58.87270194514731,54.17813768740163
2025-01-16,10,Jueves,74.26555156809002,53.58648648556365,75.60489942872024,78.7441430264921,60.031373427591205,53.542536637251196
2025-01-17,10,Viernes,71.93140274723109,56.82487049851833,75.99905397019081,84.57736413759534,57.912054320003485,54.582079025335936
2025-01-18,10,Sábado,74.74298503828838,56.978738876564265,73.98578421173478,77.65791629164829,62.415618616922,54.36669994147754
2025-01-19,10,Domingo,76.7572870194521,56.52439680158442,74.9402190521954,79.6513725899305,59.21687038734039,54.96961374246002
2025-01-20,11,Lunes,79.72620045234126,56.40711963788084,80.21769126041823,82.76273714360238,56.011787533915616,59.938122005688754
2025-01-21,11,Martes,74.07968398341234,62.121117233232106,77.61388009017952,84.9198229746869,60.33643544363373,58.274189322499005
2025-01-22,11,Miércoles,73.39460602091057,57.11010847975066,78.25035923984777,80.447252982816,58.5697797851444,60.414187724465904
2025-01-23,11,Jueves,80.2846529090767,55.75835526895923,76.80172702710597,84.18655383390683,57.82331468198181,61.84269920597299
2025-01-24,11,Viernes,80.82113601001032,60.42895826781469,80.55308733378533,86.59899850700829,56.71901313046163,60.33679038495049
2025-01-25,11,Sábado,75.61741972142438,58.12537079377375,80.17729339479602,88.44425721136994,57.5420342770195,60.18008567530657
2025-01-26,11,Domingo,78.47392283142409,57.09035936822309,78.3950145335767,87.5976226496941,56.038165114079405,57.34416385662546
2025-01-27,12,Lunes,81.36053075859095,62.31562968404802,81.09718068479872,89.12789302470024,55.565087052213585,63.584294646513634
2025-01-28,12,Martes,78.43657495877606,61.75918517597273,83.21426220156724,92.62231777263621,52.494821975269005,63.99507502617877
2025-01-29,12,Miércoles,80.5623591245389,58.14875830045127,83.2833748743093,92.44925417445266,53.833284055545306,65.07718388045407
2025-01-30,12,Jueves,82.91123738016223,63.598543150038,83.49160250212081,91.18685834638721,53.292526930630174,65.71841880091569
2025-01-31,12,Viernes,81.11364168154999,59.57925968287791,80.81044749088868,87.43740465304629,51.52454048989742,61.104232973357675
2025-02-01,12,Sábado,81.15888514573453,60.295398650453556,81.03237773691781,89.33708740455072,55.42094108306097,64.67087385798281
2025-02-02,12,Domingo,77.31889363999234,61.8260004405486,82.60825234133962,90.5317969596277,56.675125406716745,63.37270928788065
